CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
710515308,42,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,3595.0,1904,1691.0,0.8909999999999999,5025,84,0.647,0.53
817607358,44,F,2,High School,Unknown,Unknown,Gold,35,3,3,3,34516.0,0,34516.0,0.767,2227,44,0.63,0.0
708178608,31,F,0,Graduate,Married,Unknown,Blue,36,4,2,2,2488.0,0,2488.0,1.05,4226,73,0.521,0.0
779072733,36,F,2,College,Married,Less than $40K,Blue,17,5,2,2,1971.0,0,1971.0,0.613,4979,77,0.5710000000000001,0.0
789127533,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5,2,2,32338.0,1664,30674.0,0.919,3013,83,0.7659999999999999,0.051
719123958,40,M,4,Unknown,Divorced,$60K - $80K,Blue,27,2,2,3,5051.0,0,5051.0,0.588,2137,45,0.552,0.0
781675983,59,F,0,Graduate,Married,Less than $40K,Blue,53,4,5,1,3054.0,2517,537.0,1.061,4706,84,0.647,0.8240000000000001
787519683,41,F,2,Graduate,Single,Less than $40K,Blue,30,3,2,2,3028.0,2270,758.0,0.804,4727,78,0.66,0.75
793473033,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,2,3,3228.0,2517,711.0,0.9490000000000001,1349,33,1.357,0.78
716408058,56,F,2,Uneducated,Single,Unknown,Blue,36,5,3,4,2500.0,1298,1202.0,0.626,3673,72,0.565,0.519
717400533,54,F,0,High School,Married,Less than $40K,Blue,45,5,2,2,2704.0,789,1915.0,1.0390000000000001,4839,92,0.769,0.292
801037833,38,M,2,Uneducated,Single,$80K - $120K,Blue,32,6,2,3,3192.0,2517,675.0,0.6579999999999999,4236,87,0.8909999999999999,0.789
716686158,59,F,0,Post-Graduate,Married,Less than $40K,Blue,49,5,2,3,1479.0,601,878.0,0.607,1621,32,0.6,0.406
784725333,41,M,3,High School,Married,$40K - $60K,Blue,33,4,2,1,4470.0,680,3790.0,1.608,931,18,1.571,0.152
713167383,57,F,3,High School,Single,Less than $40K,Blue,46,1,2,2,2298.0,1540,758.0,0.708,5154,81,0.976,0.67
789052308,40,M,3,Graduate,Unknown,$40K - $60K,Blue,28,6,2,2,4323.0,0,4323.0,0.8170000000000001,2451,38,0.727,0.0
793428408,50,F,3,Uneducated,Married,Less than $40K,Blue,44,2,2,1,1596.0,1185,411.0,0.687,5235,76,1.0,0.742
720128658,49,M,1,Uneducated,Single,$120K +,Blue,30,5,3,3,5181.0,0,5181.0,0.83,8943,68,1.0,0.0
712255458,37,M,3,High School,Single,$60K - $80K,Blue,36,3,1,5,8418.0,2051,6367.0,0.847,2879,63,0.703,0.244
779858058,34,F,2,Graduate,Unknown,Less than $40K,Blue,18,4,1,3,2730.0,0,2730.0,0.648,4530,72,0.7140000000000001,0.0
714532158,55,M,1,Doctorate,Single,$60K - $80K,Blue,36,3,3,3,15221.0,1166,14055.0,0.8390000000000001,3848,68,0.619,0.077
718528833,51,M,1,High School,Married,$120K +,Blue,43,2,3,2,30172.0,1825,28347.0,0.8,8879,101,0.578,0.06
716698608,51,M,2,Unknown,Single,$80K - $120K,Blue,39,2,1,1,8924.0,0,8924.0,0.46,4441,87,0.6729999999999999,0.0
711864783,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,5,3,2,2201.0,1138,1063.0,0.675,1199,32,0.6,0.517
720015183,60,M,1,Graduate,Married,$120K +,Blue,46,6,3,1,5130.0,2048,3082.0,0.7759999999999999,4601,88,0.76,0.39899999999999997
809320908,42,M,3,High School,Single,$60K - $80K,Blue,37,3,3,3,5951.0,0,5951.0,0.742,4160,84,0.867,0.0
808981608,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452.0,540,4912.0,0.539,4220,66,0.737,0.099
712144158,53,F,1,Graduate,Single,Less than $40K,Blue,48,6,6,3,2370.0,1166,1204.0,0.562,2164,45,0.607,0.49200000000000005
820346133,59,F,2,Uneducated,Single,Less than $40K,Blue,54,5,1,2,9344.0,1334,8010.0,0.375,4154,60,0.818,0.14300000000000002
717908208,43,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,1,2,2525.0,1595,930.0,0.78,4859,82,0.8640000000000001,0.632
711791583,52,F,1,Graduate,Single,Less than $40K,Blue,40,1,2,2,2317.0,0,2317.0,1.005,884,19,0.727,0.0
715474083,51,M,3,Graduate,Single,$60K - $80K,Silver,36,3,2,2,29663.0,1743,27920.0,0.667,14638,93,0.722,0.059000000000000004
794485158,38,M,2,Unknown,Married,$80K - $120K,Blue,18,6,1,2,2172.0,1475,697.0,1.158,2447,46,1.3,0.679
716990883,38,M,5,Unknown,Married,$80K - $120K,Blue,26,5,1,2,16033.0,766,15267.0,0.682,15260,115,0.855,0.048
712495233,31,F,0,Uneducated,Married,Less than $40K,Blue,19,5,3,2,2370.0,1699,671.0,0.889,2411,53,0.6559999999999999,0.7170000000000001
715980258,36,F,1,Doctorate,Single,Less than $40K,Blue,25,1,2,3,2835.0,2511,324.0,0.731,4811,77,0.925,0.8859999999999999
710669733,38,F,1,Graduate,Single,$40K - $60K,Blue,36,4,2,2,2358.0,1965,393.0,0.614,4922,80,0.6,0.833
811005858,33,F,0,Unknown,Married,Less than $40K,Blue,28,4,2,4,1438.3,0,1438.3,0.9159999999999999,2914,70,0.591,0.0
797753283,34,F,1,High School,Married,Less than $40K,Blue,28,4,3,4,2707.0,2036,671.0,0.8270000000000001,1926,33,0.941,0.752
804437658,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778.0,2154,7624.0,0.5,3413,66,0.6920000000000001,0.22
778895883,50,F,1,Unknown,Married,Unknown,Blue,31,5,3,1,3668.0,0,3668.0,0.62,4430,76,0.617,0.0
708937608,37,F,4,High School,Single,Less than $40K,Blue,18,4,1,2,2001.0,1366,635.0,0.86,4590,66,0.5710000000000001,0.6829999999999999
712887633,39,M,1,Unknown,Single,$80K - $120K,Blue,36,5,3,3,25008.0,876,24132.0,0.8590000000000001,1753,43,1.048,0.035
799011558,43,M,3,Uneducated,Married,$120K +,Blue,37,1,2,3,16909.0,1171,15738.0,0.767,15740,120,0.7390000000000001,0.069
708266883,34,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,1666.0,0,1666.0,0.713,2312,35,0.25,0.0
709624533,55,F,2,High School,Married,Less than $40K,Blue,45,5,2,0,3187.0,2517,670.0,1.1440000000000001,1627,38,0.652,0.79
789289383,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,2,3,34516.0,2120,32396.0,0.9,14626,97,0.644,0.061
712658283,36,F,3,Graduate,Single,$40K - $60K,Blue,28,3,2,3,3701.0,969,2732.0,1.079,3222,86,0.623,0.262
802817358,38,F,3,High School,Married,Unknown,Blue,32,4,2,1,11594.0,2072,9522.0,0.983,2320,51,0.594,0.179
717368208,49,M,1,Graduate,Single,$120K +,Blue,36,6,2,4,26723.0,0,26723.0,0.716,2138,43,0.593,0.0
710538183,53,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,2,4,1529.0,563,966.0,0.785,4220,83,0.8440000000000001,0.368
710506683,47,F,4,High School,Single,$40K - $60K,Blue,39,3,1,0,1746.0,0,1746.0,0.763,4543,75,0.9740000000000001,0.0
715708308,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,1,3,2112.0,1594,518.0,1.204,1338,29,2.222,0.755
712503408,57,M,2,Graduate,Married,$80K - $120K,Blue,40,6,3,4,17925.0,1909,16016.0,0.7120000000000001,17498,111,0.82,0.106
715130808,45,M,3,Graduate,Single,$60K - $80K,Silver,34,5,1,1,34516.0,1664,32852.0,0.73,4912,80,0.7390000000000001,0.048
714388158,36,F,2,Uneducated,Divorced,Unknown,Blue,36,3,2,1,14304.0,699,13605.0,0.5489999999999999,4746,73,0.521,0.049
757024233,34,M,2,Graduate,Single,$120K +,Blue,27,3,1,4,31313.0,2152,29161.0,0.679,2555,62,0.6759999999999999,0.069
778712658,52,F,0,Uneducated,Married,Less than $40K,Blue,34,4,4,3,2001.0,960,1041.0,0.6779999999999999,4026,86,0.83,0.48
711039633,52,F,4,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1594.0,0,1594.0,0.47200000000000003,4653,65,0.667,0.0
708488208,57,F,3,Uneducated,Married,Less than $40K,Blue,47,5,3,3,2515.0,1922,593.0,1.181,2231,58,0.611,0.764
711311883,48,F,2,Graduate,Married,Less than $40K,Silver,35,5,2,2,13994.0,0,13994.0,0.57,3299,63,0.853,0.0
710881008,42,M,3,High School,Single,$80K - $120K,Blue,29,3,1,1,6380.0,1238,5142.0,0.903,4119,66,0.61,0.19399999999999998
718919433,52,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,3,4440.0,1149,3291.0,0.8420000000000001,14973,112,0.723,0.259
793597833,49,F,0,Post-Graduate,Single,Less than $40K,Blue,43,1,3,1,2481.0,1568,913.0,0.537,4466,69,0.5329999999999999,0.632
717504258,38,M,2,College,Married,$40K - $60K,Blue,25,4,1,4,3735.0,1199,2536.0,0.8859999999999999,1573,35,0.75,0.321
717569283,47,M,5,Doctorate,Single,Less than $40K,Blue,36,3,1,2,8896.0,1338,7558.0,0.741,4252,70,0.591,0.15
713310558,47,F,2,Graduate,Married,$40K - $60K,Blue,28,5,2,2,2035.0,1620,415.0,0.838,4130,74,0.721,0.7959999999999999
809855808,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207.0,1650,3557.0,0.708,1339,20,0.5379999999999999,0.317
780360558,33,F,1,Graduate,Married,Less than $40K,Blue,20,2,2,2,1507.0,0,1507.0,0.723,4698,87,0.851,0.0
709663608,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0,0,1536.0,0.5710000000000001,1973,36,0.33299999999999996,0.0
714006333,42,F,4,Graduate,Married,Less than $40K,Blue,36,5,2,3,2128.0,528,1600.0,0.525,2289,41,0.414,0.248
717121758,58,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,1,3008.0,2517,491.0,0.674,4627,68,0.659,0.8370000000000001
789186858,52,M,2,Graduate,Married,$80K - $120K,Blue,41,2,5,1,33256.0,928,32328.0,0.6940000000000001,7796,97,0.59,0.027999999999999997
762775908,46,F,2,High School,Married,Unknown,Blue,39,3,1,2,12295.0,1292,11003.0,0.537,4177,63,0.75,0.105
823948308,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,44,6,2,4,6710.0,1942,4768.0,0.777,1727,37,0.85,0.289
719821908,38,F,2,High School,Single,Less than $40K,Blue,16,2,1,2,2703.0,0,2703.0,0.882,2752,43,0.433,0.0
719898108,57,F,2,Doctorate,Married,$40K - $60K,Blue,41,2,3,3,3667.0,809,2858.0,0.778,5322,79,0.975,0.221
792524358,55,M,3,High School,Single,$80K - $120K,Gold,49,2,1,3,34516.0,810,33706.0,0.787,7917,95,0.667,0.023
719180958,48,F,2,Uneducated,Divorced,$40K - $60K,Silver,39,2,2,2,21754.0,0,21754.0,0.83,9105,104,0.763,0.0
713526258,47,M,3,Uneducated,Single,$120K +,Blue,36,3,3,4,34516.0,0,34516.0,0.517,2020,33,0.375,0.0
720186258,45,F,4,High School,Divorced,$40K - $60K,Blue,31,5,2,4,4701.0,1170,3531.0,0.547,4136,77,0.604,0.249
788142483,46,M,3,College,Single,$80K - $120K,Silver,38,3,3,1,34516.0,1278,33238.0,0.51,4699,73,0.622,0.037000000000000005
718065333,39,F,4,Graduate,Married,$40K - $60K,Blue,29,4,4,3,2385.0,1971,414.0,0.613,3711,81,0.653,0.826
758382183,50,F,3,Graduate,Unknown,Less than $40K,Blue,43,2,3,3,4249.0,789,3460.0,0.925,8186,93,0.722,0.18600000000000003
767574108,49,F,1,College,Married,Less than $40K,Blue,43,4,3,2,1438.3,786,652.3,0.609,4094,64,0.561,0.546
708332808,47,M,2,Uneducated,Married,$40K - $60K,Blue,39,2,2,2,3471.0,0,3471.0,0.871,14381,115,0.742,0.0
716899233,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987.0,1965,14022.0,0.722,4542,70,0.591,0.12300000000000001
719512983,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,3,6,1438.3,0,1438.3,0.8540000000000001,2295,51,0.545,0.0
779686683,26,F,0,Post-Graduate,Single,Less than $40K,Blue,13,5,3,2,2902.0,1668,1234.0,0.621,2088,34,0.478,0.575
804577833,44,F,2,Graduate,Married,Less than $40K,Blue,39,5,1,0,6861.0,2101,4760.0,0.46399999999999997,3974,63,0.909,0.306
712783083,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607.0,0,3607.0,0.504,2013,35,0.45799999999999996,0.0
811095483,48,F,4,Graduate,Married,$40K - $60K,Silver,43,3,1,0,21163.0,2517,18646.0,0.569,1732,35,0.45799999999999996,0.11900000000000001
708357183,47,F,3,Unknown,Single,Less than $40K,Blue,38,4,2,3,1438.3,0,1438.3,1.001,3511,64,0.882,0.0
806694333,44,F,4,Unknown,Married,Less than $40K,Blue,39,1,1,1,2771.0,1779,992.0,0.841,8268,73,0.698,0.642
718949433,42,F,3,College,Single,Unknown,Silver,31,3,2,2,34516.0,919,33597.0,0.919,3415,79,0.7559999999999999,0.027000000000000003
712123008,43,M,2,High School,Married,$60K - $80K,Blue,31,2,3,1,13381.0,1845,11536.0,0.883,14532,116,0.871,0.138
714606558,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272,641.0,1.008,1448,22,1.0,0.665
715993608,51,M,2,College,Single,$120K +,Blue,41,6,3,2,26714.0,2517,24197.0,0.758,1686,50,0.7240000000000001,0.094
709921158,51,M,1,High School,Single,$60K - $80K,Blue,36,6,4,4,2281.0,1751,530.0,0.7609999999999999,4241,76,0.8540000000000001,0.768
718281408,36,F,2,Unknown,Married,$40K - $60K,Blue,25,3,1,2,4789.0,1257,3532.0,1.1340000000000001,1534,29,0.9329999999999999,0.262
714164808,42,F,4,Graduate,Married,$40K - $60K,Blue,33,4,3,2,2918.0,0,2918.0,0.5589999999999999,2056,54,0.45899999999999996,0.0
716564433,53,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,4287.0,0,4287.0,0.294,1635,41,0.242,0.0
717299958,49,M,3,Graduate,Single,$80K - $120K,Blue,45,3,2,0,2453.0,1534,919.0,0.785,4185,66,0.784,0.625
718193958,60,M,0,Uneducated,Single,Less than $40K,Blue,53,5,3,2,2402.0,1728,674.0,0.652,1650,53,0.606,0.7190000000000001
711628458,45,F,3,Graduate,Married,Less than $40K,Blue,31,4,1,0,8829.0,901,7928.0,0.825,1902,45,0.667,0.102
716620458,32,M,1,High School,Single,Less than $40K,Blue,23,3,2,3,4500.0,0,4500.0,0.626,2439,63,0.703,0.0
716104983,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117,133.0,1.162,1617,31,2.875,0.941
713261133,38,M,4,Graduate,Unknown,$60K - $80K,Blue,22,5,2,3,8632.0,0,8632.0,0.395,2221,40,0.7390000000000001,0.0
716333283,58,F,0,Unknown,Unknown,Less than $40K,Blue,52,1,2,2,1869.0,1255,614.0,0.847,5269,80,0.633,0.6709999999999999
720028683,49,F,2,High School,Married,$40K - $60K,Blue,39,5,3,4,2720.0,1926,794.0,0.602,3806,61,0.794,0.708
787482033,60,M,1,High School,Divorced,$80K - $120K,Blue,48,1,5,3,28930.0,0,28930.0,0.645,2251,27,0.22699999999999998,0.0
714484008,49,F,4,Uneducated,Married,Less than $40K,Blue,31,4,3,2,1567.0,0,1567.0,0.424,2138,41,0.5770000000000001,0.0
715233108,38,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,2836.0,862,1974.0,0.772,4121,83,0.6940000000000001,0.304
711456108,46,F,4,Unknown,Married,$40K - $60K,Blue,39,5,3,3,1438.3,819,619.3,0.7859999999999999,2488,44,0.6920000000000001,0.569
709766808,49,F,2,Uneducated,Married,Unknown,Blue,36,4,3,2,5099.0,1178,3921.0,0.912,3819,82,0.8640000000000001,0.231
718590183,58,F,3,Doctorate,Married,Less than $40K,Blue,47,1,3,3,1517.0,920,597.0,0.825,5067,69,0.865,0.606
708085458,34,F,2,Uneducated,Single,Less than $40K,Blue,24,6,2,2,1438.3,0,1438.3,0.8270000000000001,3940,82,0.9520000000000001,0.0
757786608,33,M,2,Post-Graduate,Single,$80K - $120K,Blue,24,2,3,2,4178.0,2463,1715.0,0.815,16216,107,0.8140000000000001,0.59
717539808,51,F,2,High School,Single,Less than $40K,Blue,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.3330000000000002,0.0
803148033,54,M,1,College,Married,$80K - $120K,Blue,48,6,1,5,12169.0,1935,10234.0,0.435,1599,38,0.652,0.159
715572783,51,M,3,Graduate,Married,$80K - $120K,Blue,31,6,1,2,7693.0,0,7693.0,0.579,4573,93,0.632,0.0
713713983,42,F,4,Graduate,Single,Less than $40K,Blue,33,4,2,2,2899.0,1952,947.0,0.667,4906,94,0.679,0.6729999999999999
714169083,48,M,4,Post-Graduate,Single,$120K +,Blue,38,5,2,0,34516.0,1639,32877.0,0.688,4959,74,0.805,0.047
780064983,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,1,3,34516.0,942,33574.0,0.75,7665,86,0.593,0.027000000000000003
711294258,43,F,1,Graduate,Single,Less than $40K,Blue,38,3,3,3,2642.0,2377,265.0,0.8290000000000001,4780,88,0.725,0.9
719186433,53,F,1,College,Single,Unknown,Blue,44,3,2,2,11012.0,1328,9684.0,0.617,3793,86,0.654,0.121
710232483,49,F,1,Uneducated,Married,Unknown,Blue,36,2,3,2,19846.0,2162,17684.0,0.602,16908,122,0.6940000000000001,0.109
710023233,36,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,24457.0,1300,23157.0,0.914,2739,65,0.912,0.053
710806083,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,11888.0,2090,9798.0,0.7,1137,30,0.765,0.17600000000000002
708161133,45,M,1,Graduate,Single,$40K - $60K,Blue,32,5,1,2,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21
828291858,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050.0,1821,10229.0,0.63,2381,40,0.48100000000000004,0.151
817337958,48,F,5,Doctorate,Married,Less than $40K,Blue,33,2,1,3,5814.0,1176,4638.0,0.627,3796,74,1.056,0.20199999999999999
713981283,52,F,3,Graduate,Married,Less than $40K,Blue,46,6,5,3,2814.0,2162,652.0,0.588,4271,88,0.833,0.768
708595158,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,1,2,1677.0,1598,79.0,0.9940000000000001,2389,43,0.536,0.953
713578608,58,M,0,Doctorate,Single,Less than $40K,Blue,46,6,4,3,1438.3,0,1438.3,0.8079999999999999,4082,82,0.8220000000000001,0.0
718243533,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,3,4,2648.0,0,2648.0,0.715,3880,74,0.721,0.0
712988958,42,M,4,Graduate,Single,$60K - $80K,Blue,33,5,2,0,2021.0,1731,290.0,0.986,3253,62,0.722,0.857
711982383,62,M,1,Graduate,Single,$60K - $80K,Blue,49,3,3,2,21805.0,1777,20028.0,0.519,4694,79,0.41100000000000003,0.081
708577308,43,F,1,Unknown,Divorced,Less than $40K,Blue,36,4,2,3,2637.0,1272,1365.0,0.728,1569,39,1.053,0.48200000000000004
710570058,44,F,1,Graduate,Single,Less than $40K,Blue,25,3,2,4,3101.0,0,3101.0,0.66,2512,37,0.37,0.0
720903258,48,M,3,Unknown,Unknown,$60K - $80K,Blue,28,2,2,1,9405.0,0,9405.0,1.033,4801,47,0.382,0.0
713748708,46,F,3,Graduate,Single,Less than $40K,Blue,37,1,2,4,1438.3,0,1438.3,0.35,1757,44,0.467,0.0
709373883,37,F,5,Unknown,Married,$40K - $60K,Silver,36,1,1,2,19055.0,2517,16538.0,0.915,15091,124,0.6759999999999999,0.132
720557883,35,M,3,Uneducated,Single,Less than $40K,Blue,21,5,2,1,6104.0,1595,4509.0,0.619,15240,102,0.7290000000000001,0.261
824799108,46,F,3,High School,Married,$40K - $60K,Blue,42,2,2,1,10901.0,1874,9027.0,0.608,7498,90,0.5,0.172
823528833,50,F,1,Unknown,Single,Less than $40K,Blue,46,4,2,3,2081.0,1235,846.0,1.485,1337,29,1.071,0.593
716096358,45,F,3,Uneducated,Single,Less than $40K,Blue,39,5,4,1,2551.0,2253,298.0,0.688,3753,63,0.909,0.883
766673433,45,M,4,Unknown,Married,$80K - $120K,Blue,38,2,3,3,3798.0,1570,2228.0,0.9159999999999999,4512,80,0.778,0.413
712052058,57,M,3,Graduate,Single,$40K - $60K,Blue,48,3,3,0,9426.0,1574,7852.0,0.7909999999999999,4212,75,0.531,0.16699999999999998
717478983,31,F,2,Uneducated,Divorced,Less than $40K,Blue,19,6,2,0,2853.0,1961,892.0,0.866,2697,68,0.789,0.687
708780783,43,F,3,Graduate,Single,$40K - $60K,Blue,33,4,3,3,2434.0,1169,1265.0,0.6890000000000001,4739,76,0.81,0.48
814995933,58,F,3,Graduate,Married,Less than $40K,Blue,53,5,3,2,5798.0,1794,4004.0,0.564,1724,45,0.452,0.309
710175783,45,F,3,High School,Single,Unknown,Blue,25,4,2,1,1986.0,1042,944.0,0.593,4303,59,0.7879999999999999,0.525
717355533,56,M,3,Graduate,Single,$120K +,Blue,44,3,1,2,34516.0,1307,33209.0,0.5579999999999999,13759,120,0.765,0.038
711367308,37,M,3,Uneducated,Single,$40K - $60K,Blue,19,3,3,4,2186.0,1185,1001.0,0.998,2614,67,0.861,0.542
798110358,64,F,1,High School,Married,$40K - $60K,Blue,56,4,2,4,1438.3,0,1438.3,0.693,1417,35,0.591,0.0
789300408,41,M,4,High School,Married,Less than $40K,Blue,30,3,2,2,1614.0,700,914.0,0.8420000000000001,4293,87,0.812,0.434
712839633,38,M,2,Uneducated,Single,$80K - $120K,Blue,22,2,1,3,34516.0,1595,32921.0,0.8240000000000001,8871,97,0.764,0.046
712952283,50,M,3,Graduate,Married,$120K +,Blue,35,1,1,2,34516.0,1638,32878.0,0.7609999999999999,14474,121,0.833,0.047
721154208,60,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,3,2882.0,2081,801.0,0.644,4933,103,0.6609999999999999,0.722
711328458,58,M,1,High School,Married,$80K - $120K,Blue,50,1,1,3,34516.0,1341,33175.0,0.812,13988,127,0.789,0.039
720991833,48,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,2514.0,2090,424.0,0.8420000000000001,2603,53,0.606,0.831
787584108,55,M,3,Unknown,Married,$80K - $120K,Blue,47,4,2,3,3436.0,2016,1420.0,0.9009999999999999,1097,33,0.833,0.5870000000000001
714945708,33,M,4,College,Single,$40K - $60K,Silver,20,2,1,3,15977.0,0,15977.0,0.7020000000000001,7745,64,0.684,0.0
711673983,44,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1,2,18721.0,1568,17153.0,0.7879999999999999,4537,81,0.8,0.084
720971358,59,M,0,High School,Single,$80K - $120K,Blue,47,5,3,3,26812.0,1491,25321.0,0.679,14838,110,0.642,0.055999999999999994
710197308,39,F,2,Graduate,Married,Less than $40K,Blue,28,4,3,0,1438.3,0,1438.3,1.0170000000000001,4089,73,0.872,0.0
708669408,54,M,5,College,Single,$60K - $80K,Blue,45,6,1,3,20401.0,0,20401.0,0.723,4637,75,0.562,0.0
717548358,38,F,1,College,Married,Less than $40K,Blue,25,3,3,1,2580.0,2265,315.0,0.8240000000000001,1665,57,0.629,0.878
717384183,58,F,3,Graduate,Single,Less than $40K,Blue,53,1,3,1,2669.0,2048,621.0,0.725,4863,79,1.135,0.767
